osmid,geometry,created_by,element_type,crossing,highway,amenity,postal_code,ref,dispensing,healthcare,denomination,name,religion,recycling:cans,recycling:cardboard,recycling:clothes,recycling:glass_bottles,recycling:paper,recycling:plastic_bottles,recycling:plastic_packaging,recycling_type,post_box:type,royal_cypher,collection_times,operator,note,post_box:apertures,post_box:design,ferry,public_transport,access,parking,crossing_ref,atm,brand,brand:wikidata,brand:wikipedia,name:ja,opening_hours,barrier,source,official_name,changing_table,fee,wheelchair,toilets:wheelchair,addr:housename,addr:postcode,internet_access,microbrewery,website,capacity,covered,bicycle_parking,traffic_calming,cuisine,takeaway,entrance,phone,ref:navads,addr:city,addr:street,email,addr:housenumber,short_name,alt_name,disused,ref:pol_id,source:addr,source:opening_hours,diet:vegan,food,outdoor_seating,diet:gluten_free,diet:vegetarian,reservation,wikidata,location,tourism,is_in,shop,addr:country,source:location,layer,internet_access:fee,recycling:glass,office,uk_postcode_centroid,odbl,lit,fixme,type,source:collection_times,contact:email,contact:phone,fuel:GTL_diesel,fuel:diesel,fuel:octane_95,fuel:octane_98,payment:account_cards,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,capacity:disabled,spaces,description,real_ale,delivery,fax,smoking,name:en,name:gd,contact:website,internet_access:ssid,wikipedia,payment:credit_cards,level,male,fuel:gasoline,toilets,accommodation,emergency,healthcare:speciality,building,fhrs:id,backrest,leisure,payment:bitcoin,drive_through,url,booth,ref:duplicates,foot,bicycle,old_name,bottle,incoming,designation,wifi,shelter_type,wheelchair:description,facebook,recycling:cartons,recycling:magazines,recycling:newspaper,recycling:paper_packaging,charge,recycling:plastic,theatre:genre,lgbtq,vending,cash_in,payment:cards,payment:contactless,source:addr:postcode,payment:coins,payment:notes,addr:door,addr:floor,colour,material,seats,display,status,supervised,addr:state,telephone,motorcar,currency:GBP,sport,FIXME,mapillary,service:bicycle:rental,service:bicycle:repair,service:bicycle:retail,roof:height,recycling:batteries,recycling:electrical_appliances,recycling:green_waste,recycling:small_appliances,recycling:waste,recycling:wood,source:postcode,amenity_1,natural,SocEntMap,Social_Enterprise_Category,twitter,studio,social_facility:for,date,man_made,monitoring:bicycle,start_date,support,thermometer,visibility,brewery,horse,motor_vehicle,dogs,recycling:shoes,attribution,contact:twitter,restaurant,maxstay,service:bicycle:pump,car,socket:type2:output,indoor,branch,craft,social_facility,changing_table:count,female,payment:telephone_cards,recycling:organic,service:bicycle:tools,bin,country,diplomatic,recycling:scrap_metal,cyclestreets_id,name:de,door,waste,name:es,contact:facebook,parcel_receiving,parcel_sending,recycling:plastic_bags,bollard,service_times,maxheight,recycling:food,artwork_type,faces,nodes,area,bus,change_machine,loc_name,common_good_land,name:sco,building_1,building_2,operator:type,height,roof:shape,addr:suburb,ref:seedcode,name:af,name:it,name:ko,name:lt,name:ru,name:uk,theatre:type,landuse,addr:district,history,building:levels,surface,park_ride,capacity:parent,addr:place,heritage,source:capacity,place_of_worship,capacity:women,listed_status,old_railway_operator,beer_garden,building:colour,building:material,roof:colour,roof:material,fuel:unleaded,source:name,int_name,source:outline,fence_type,name:etymology:wikidata,service,smoothness,caravan,source:building,roof:levels,fuel:octane_100,denomination_1,fuel:lpg,ref:seed,source:geometry,fee:amount,not:addr:postcode,construction:amenity,compressed_air,construction,noname,self_service,ways
297185547,POINT (-4.146950799999998 55.84945015),,way,,,pub,,,,,,Gables Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3010364147, 3010364143, 3010364142, 3010364148, 3010364147]",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298483776,POINT (-4.286860300000001 55.87436230000002),,way,,,place_of_worship,,,,,catholic,Turnball Hall,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gla.ac.uk/services/catholicchaplaincy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3024055029, 3024055027, 3024055026, 3024055028, 3024055029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300053234,POINT (-4.331118927671962 55.87154079247414),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3041569557, 3041569546, 6597684010, 6597684011, 3041569548, 3041569557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300445445,POINT (-4.33344408921598 55.87436350136336),,way,,,library,,,,,,Whiteinch Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3045360341, 3045360336, 3045360337, 3045360226, 3045360333, 3045360231, 3045360334, 3045360340, 3045360339, 3045360342, 3045360345, 3045360343, 3045360344, 3045360341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300906238,POINT (-4.341708816378747 55.87510285705218),,way,,,fuel,,,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,Esso,Q867662,en:Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3050087579, 3050087563, 3050087565, 3050087586, 3050087579]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
300906278,POINT (-4.341358549999999 55.8749559),,way,,,pub,,,,,,Granny Gibbs,,,,,,,,,,,,,Free House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3050087568, 3050087560, 3050087543, 3050087555, 3050087568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302390333,POINT (-4.283978966666667 55.88190256666667),,way,,,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3066481638, 3066481639, 3066481640, 3066481638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302524277,POINT (-4.356037934290322 55.88992690064139),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3067728178, 3067728176, 3067728175, 3067728177, 3067728178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302582161,POINT (-4.113153546902845 55.86615337606613),,way,,,place_of_worship,,,,,church_of_scotland,St. George's and St. Peter's Parish Church,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.stgeorgesandstpeters.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3068308438, 3068308439, 3068308440, 3068308441, 3068308442, 3068308443, 3068308444, 3068308445, 3068308438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302746590,POINT (-4.292103864109727 55.81689155317246),,way,,,school,,,,,,Tinto Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3070198511, 3070203459, 6985648962, 3070198512, 3070198513, 3070198514, 3070198515, 3070198516, 6985648932, 6985648933, 6985648953, 6985648934, 6985648952, 6985648935, 6985648936, 6985648951, 6985648950, 3070198518, 3070198519, 3070198520, 3070198521, 6985648954, 6985648955, 3070198511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304152412,POINT (-4.304458545172229 55.85849401834162),,way,,,social_facility,,,,,,St Francis Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,group_home,,,,,,,,,,,,,,,,,,,,,,,,,"[3086780979, 3086780982, 3086780980, 3086781057, 3086779926, 3086780986, 3086780978, 3086780981, 3086780979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304211277,POINT (-4.297891592994108 55.89792735461715),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3087381766, 3087381757, 3087381751, 3087381748, 3087381742, 3087381627, 3087381744, 3087381754, 3087381763, 3087381765, 3087381761, 3087381764, 3087381755, 3087381758, 3087381759, 3087381766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304353603,POINT (-4.302636231844122 55.89873825511668),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1477755582, 3088793106, 3088793090, 3088793082, 3088793063, 3088793080, 3088793072, 3088793139, 3088793171, 3088793182, 1477755582]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304353604,POINT (-4.303807436589095 55.89763264883785),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3088792904, 3088792901, 3088792894, 3088792897, 3088792898, 3088792904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304353605,POINT (-4.304066334515796 55.89844261554256),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3088793088, 3088793066, 3088793054, 3088793050, 3088793062, 3088793081, 3088793088]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305067194,POINT (-4.284045432819756 55.88704528756175),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3096388466, 3096388476, 3096388485, 3096388486, 3096388491, 3096388478, 3096388468, 3029436565, 3096388464, 3096388467, 3029436566, 3096388466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305067199,POINT (-4.282933295940866 55.88664476496538),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1475239400, 3096388458, 3096388459, 3096388461, 3096388460, 3096388456, 3096388457, 1475239400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305302856,POINT (-4.282428759611786 55.88597361282825),,way,,,school,,,,,,East Park School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1475239260, 3096388449, 3099093574, 2372465157, 2372465183, 3099093573, 3099093565, 3099093572, 1475239260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305302857,POINT (-4.286758565464999 55.88364144872175),,way,,,school,,,,,,Kelbourne School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3099093545, 3099093543, 3099093546, 3099093547, 3099093545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305302858,POINT (-4.294674307512174 55.88289981801981),,way,,,school,,,,,,Kelvinside Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6386777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1476586929, 1476586987, 3099093544, 1476586884, 1476586940, 1476586967, 1476586929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306361974,POINT (-4.289231320877714 55.90284154909155),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3112486990, 3112486981, 3112486983, 3112486984, 3112486985, 3112487003, 3112487002, 3112487001, 3112486991, 3112486990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306533180,POINT (-4.281721139349089 55.82633806371123),,way,,,school,,,,,,Langside Primary School,,,,,,,,,,,,,Glasgow City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3114764504, 3923837324, 3114764505, 3114764506, 3114764507, 3114764508, 3114764509, 3114764511, 3845866791, 3923837326, 3923837325, 3114764504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307241190,POINT (-4.253785092122174 55.86235672241596),,way,,,restaurant,,,,,,Chaophraya,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00-24:00,,,,,,,,The Townhouse,,,,https://chaophraya.co.uk/venues/chaophraya-glasgow/,,,,,thai,,,+44 141 332 0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1321654421, 3123339614, 1321654511, 1321654539, 1321654709, 1321654615, 1321654421]",,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310641008,POINT (-4.284085599999999 55.9046853),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3160965894, 3160965889, 3160965879, 3160965885, 3160965894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313157627,POINT (-4.297048334780565 55.8887755105827),,way,,,place_of_worship,,,,,presbyterian,St. Gregory's,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3190681562, 3190681443, 3190681445, 3190681435, 3190681434, 3190681424, 3190681428, 3190681439, 3190681438, 3190681444, 3190681447, 3190681442, 3190681446, 3190681448, 3190681450, 3190681561, 3190681458, 3190681571, 3190681568, 3190681457, 3190681455, 3190681564, 3190681562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313491798,POINT (-4.29098221684241 55.88719631638836),,way,,,childcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3194863943, 3194863941, 3194863925, 3194863927, 3194863934, 3194863935, 3194863926, 3194863928, 3194863936, 3194863937, 3194863929, 3194863930, 3194863943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313696623,POINT (-4.288327192472987 55.86270132899692),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3197148207, 3197148200, 3197148199, 3197148198, 3197148197, 3197148196, 3197148195, 3197148194, 3197148204, 3197148203, 3197148202, 3197148189, 3197148165, 3197162547, 3197162546, 3197162545, 3197148188, 3197148183, 3197148182, 3197148175, 3197148174, 3197148177, 3197148180, 3197148179, 3197148178, 3197148161, 3197147951, 3197148261, 3197148262, 3197148257, 3197148256, 3197148249, 3197148248, 3197148251, 3197148254, 3197148253, 3197148252, 3197147942, 3197163694, 3197163695, 3197163696, 3197147937, 3197147936, 3197147935, 3197147934, 3197163697, 3197163698, 3197163699, 3197163700, 3197148238, 3197148239, 3197148240, 3197148241, 3197148242, 3197148234, 3197148235, 3197148228, 3197148233, 3197148232, 3197148231, 3197148230, 3197148229, 3197163717, 3197210082, 3197148226, 3197148227, 3197148223, 3197210083, 3197163701, 3197147939, 3197147938, 3197147941, 3197147940, 3197147948, 3197147947, 3197147950, 3197147949, 3197163702, 3197163703, 3197163704, 3197163705, 3197163706, 3197163707, 3197163708, 3197163709, 3197163710, 3197163711, 3197163712, 3197163713, 3197137096, 3197163715, 3197163716, 3197148219, 3197148218, 3197148217, 3197148213, 3197148216, 3197148215, 3197148214, 3197148207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316246929,POINT (-4.302984998637399 55.82279860691338),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,customers,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3223570692, 3223570695, 3223570694, 3223570693, 3223570691, 3223570692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316246932,POINT (-4.317944964741527 55.82819108202789),,way,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,customers,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3223571069, 3223571077, 3921150469, 3921150468, 3223571081, 3921150467, 3921150466, 3921150465, 3223571082, 3223571079, 3921150475, 3921150470, 3921150471, 3921150472, 3921150473, 3223571071, 3921150474, 3223571055, 3223571069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
